target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
FAR2	0.5626888992137605	0.9998704121877456	0.3692786714670832	0.6379498349000996	5.91588389915663	0.7856980586771255	0.04615180329142628	0.769214637146393	1.1476561727991625	1.1476561727991625
ANKRD52	0.7638226038470182	0.9998704121877456	0.14140059872601501	0.4706061243655711	7.756973044495094	0.0943063012250852	0.011431683536318122	0.08561745270565371	0.6382140143821398	0.6382140143821398
IRAK1	0.7418312820201649	0.9998704121877456	-0.16088289845886364	0.48836862931134367	10.811655943540877	0.6550624126634239	0.003437875815643792	0.6961736172643154	0.4805925545078575	0.6961736172643154
USP12	0.6812208085071729	0.9998704121877456	-0.16633491412747256	0.40490702540504514	9.439794808807607	0.3794913832210914	0.003083385797213127	0.3993567635129734	0.4778357319217151	0.4778357319217151
SEC22B	0.534099961216794	0.9998704121877456	0.2583510624354481	0.415516007066736	8.925573080368109	0.2718120966175758	0.0043901241832496095	0.2732701237417957	0.502060295394223	0.502060295394223
GPR143	0.6302178055983028	0.9998704121877456	-0.43350315208037105	0.9004671056868969	5.0552903726386	2.2479512193552647	0.08432840402706034	2.294138554017075	1.3315546245679102	2.294138554017075
CTD-2311M21.2	0.36590648538172715	0.9998704121877456	0.7586472619191892	0.8390559220719382	4.437541216357933	2.038192848004628	0.10908400674350892	1.9560261916575301	1.3917293004265294	1.9560261916575301
RPP21	0.9612220697872724	0.9998704121877456	-0.02293739494250265	0.47176796866527715	7.7447687459374395	0.5742884633707321	0.012556928847095536	0.6057888549889909	0.6403004521780193	0.6403004521780193
SIDT1	0.9240102567632922	0.9998704121877456	-0.0678977236569633	0.7118396299091251	6.588892326500915	1.3811628629536326	0.029181122133046647	1.4571848100804898	0.9443951112916815	1.4571848100804898
HNRNPUL1	0.8455070526149981	0.9998704121877456	-0.08253246983765856	0.4235600240469303	12.004509103080487	0.3819386576893712	0.002248091750071886	0.40753348433894143	0.5240009838971276	0.5240009838971276
NUDT4P1	0.5729203736890953	0.9998704121877456	0.3659182737402289	0.6490723631902352	8.563952062309204	1.1755815882596081	0.016987581439469258	1.2188108876887769	0.5298147794315318	1.2188108876887769
FAR2P1	0.3732570185057568	0.9998704121877456	-0.9804795808254286	1.1011810823703234	2.7246699470713827	3.504314481617551	0.17247016343775262	3.3844891799950605	1.227747518013926	3.3844891799950605
AC079807.3	0.4623663478468376	0.9998704121877456	-0.5124528255379589	0.6972565570067403	4.950763250533708	0.4456163527464466	0.08040709711481112	0.34023232107530643	1.3456819079992768	1.3456819079992768
SMAD1	0.4131081970259595	0.9998704121877456	-0.3643643220178572	0.44519579190870484	8.189114930637912	0.5337749773406665	0.009426921304668393	0.5354512604313343	0.5719576718861069	0.5719576718861069
